'HAI,ESPEARE,PLAIN,ENGLISH,SIDE,Y,SIDE,I,NO,R,CAnJ,As,You,Like,It,The,Comedy,of,Errors,Hamlet
never,reaches,Romeo,a,fight,XII,ROMIO,AND,'UL,THE,PROLOGUE,Enter,CHORUS,CHORUS,Whose,misadventured,piteous,overthrows,THE,PROLOGUE
never,reaches,Romeo,a,fight,XII,ROMIO,AND,'UL,THE,PROLOGUE,Enter,CHORUS,CHORUS,Whose,misadventured,piteous,overthrows,THE,PROLOGUE
never,reaches,Romeo,a,fight,XII,ROMIO,AND,'UL,THE,PROLOGUE,Enter,CHORUS,CHORUS,Whose,misadventured,piteous,overthrows,THE,PROLOGUE
never,reaches,Romeo,a,fight,XII,ROMIO,AND,'UL,THE,PROLOGUE,Enter,CHORUS,CHORUS,Whose,misadventured,piteous,overthrows,THE,PROLOGUE
never,reaches,Romeo,a,fight,XII,ROMIO,AND,'UL,THE,PROLOGUE,Enter,CHORUS,CHORUS,Whose,misadventured,piteous,overthrows,THE,PROLOGUE
a,fight,XII,ROMIO,AND,'UL,THE,PROLOGUE,Enter,CHORUS,CHORUS,Whose,misadventured,piteous,overthrows,THE,PROLOGUE,The,enters,CHORUB
XII,ROMIO,AND,'UL,THE,PROLOGUE,Enter,CHORUS,CHORUS,Whose,misadventured,piteous,overthrows,THE,PROLOGUE,The,enters,CHORUB,CHORUB,onstage
ROMIO,AND,'UL,THE,PROLOGUE,Enter,CHORUS,CHORUS,Whose,misadventured,piteous,overthrows,THE,PROLOGUE,The,enters,CHORUB,CHORUB,onstage,The
AND,'UL,THE,PROLOGUE,Enter,CHORUS,CHORUS,Whose,misadventured,piteous,overthrows,THE,PROLOGUE,The,enters,CHORUB,CHORUB,onstage,The,exits
'UL,THE,PROLOGUE,Enter,CHORUS,CHORUS,Whose,misadventured,piteous,overthrows,THE,PROLOGUE,The,enters,CHORUB,CHORUB,onstage,The,exits,CHORUB
THE,PROLOGUE,Enter,CHORUS,CHORUS,Whose,misadventured,piteous,overthrows,THE,PROLOGUE,The,enters,CHORUB,CHORUB,onstage,The,exits,CHORUB,MODERN
THE,PROLOGUE,Enter,CHORUS,CHORUS,Whose,misadventured,piteous,overthrows,THE,PROLOGUE,The,enters,CHORUB,CHORUB,onstage,The,exits,CHORUB,MODERN
Enter,CHORUS,CHORUS,Whose,misadventured,piteous,overthrows,THE,PROLOGUE,The,enters,CHORUB,CHORUB,onstage,The,exits,CHORUB,MODERN,TEXT,ACT
CHORUS,Whose,misadventured,piteous,overthrows,THE,PROLOGUE,The,enters,CHORUB,CHORUB,onstage,The,exits,CHORUB,MODERN,TEXT,ACT,ONE,SCENE
Whose,misadventured,piteous,overthrows,THE,PROLOGUE,The,enters,CHORUB,CHORUB,onstage,The,exits,CHORUB,MODERN,TEXT,ACT,ONE,SCENE,SAMPSON
THE,PROLOGUE,The,enters,CHORUB,CHORUB,onstage,The,exits,CHORUB,MODERN,TEXT,ACT,ONE,SCENE,SAMPSON,GREGORY,swords,and,bucklers
The,enters,CHORUB,CHORUB,onstage,The,exits,CHORUB,MODERN,TEXT,ACT,ONE,SCENE,SAMPSON,GREGORY,swords,and,bucklers,SAMPSON,GREGORY
CHORUB,CHORUB,onstage,The,exits,CHORUB,MODERN,TEXT,ACT,ONE,SCENE,SAMPSON,GREGORY,swords,and,bucklers,SAMPSON,GREGORY,SAMPSON,GREGORY
CHORUB,onstage,The,exits,CHORUB,MODERN,TEXT,ACT,ONE,SCENE,SAMPSON,GREGORY,swords,and,bucklers,SAMPSON,GREGORY,SAMPSON,GREGORY,SAMPSON
onstage,The,exits,CHORUB,MODERN,TEXT,ACT,ONE,SCENE,SAMPSON,GREGORY,swords,and,bucklers,SAMPSON,GREGORY,SAMPSON,GREGORY,SAMPSON,GREGORY
The,exits,CHORUB,MODERN,TEXT,ACT,ONE,SCENE,SAMPSON,GREGORY,swords,and,bucklers,SAMPSON,GREGORY,SAMPSON,GREGORY,SAMPSON,GREGORY,SAMPSON
CHORUB,MODERN,TEXT,ACT,ONE,SCENE,SAMPSON,GREGORY,swords,and,bucklers,SAMPSON,GREGORY,SAMPSON,GREGORY,SAMPSON,GREGORY,SAMPSON,GREGORY,SAMPSON
MODERN,TEXT,ACT,ONE,SCENE,SAMPSON,GREGORY,swords,and,bucklers,SAMPSON,GREGORY,SAMPSON,GREGORY,SAMPSON,GREGORY,SAMPSON,GREGORY,SAMPSON,ACT
ACT,ONE,SCENE,SAMPSON,GREGORY,swords,and,bucklers,SAMPSON,GREGORY,SAMPSON,GREGORY,SAMPSON,GREGORY,SAMPSON,GREGORY,SAMPSON,ACT,SCENE,NO
ACT,ONE,SCENE,SAMPSON,GREGORY,swords,and,bucklers,SAMPSON,GREGORY,SAMPSON,GREGORY,SAMPSON,GREGORY,SAMPSON,GREGORY,SAMPSON,ACT,SCENE,NO
SCENE,SAMPSON,GREGORY,swords,and,bucklers,SAMPSON,GREGORY,SAMPSON,GREGORY,SAMPSON,GREGORY,SAMPSON,GREGORY,SAMPSON,ACT,SCENE,NO,'IA,rn
SAMPSON,GREGORY,swords,and,bucklers,SAMPSON,GREGORY,SAMPSON,GREGORY,SAMPSON,GREGORY,SAMPSON,GREGORY,SAMPSON,ACT,SCENE,NO,'IA,rn,ACT
swords,and,bucklers,SAMPSON,GREGORY,SAMPSON,GREGORY,SAMPSON,GREGORY,SAMPSON,GREGORY,SAMPSON,ACT,SCENE,NO,'IA,rn,ACT,ONE,SCENE
SAMPSON,GREGORY,SAMPSON,GREGORY,SAMPSON,GREGORY,SAMPSON,GREGORY,SAMPSON,ACT,SCENE,NO,'IA,rn,ACT,ONE,SCENE,SAMPSON,GREGORY,men
GREGORY,SAMPSON,GREGORY,SAMPSON,GREGORY,SAMPSON,GREGORY,SAMPSON,ACT,SCENE,NO,'IA,rn,ACT,ONE,SCENE,SAMPSON,GREGORY,men,SAMPSON
SAMPSON,GREGORY,SAMPSON,GREGORY,SAMPSON,GREGORY,SAMPSON,ACT,SCENE,NO,'IA,rn,ACT,ONE,SCENE,SAMPSON,GREGORY,men,SAMPSON,our
GREGORY,SAMPSON,GREGORY,SAMPSON,GREGORY,SAMPSON,ACT,SCENE,NO,'IA,rn,ACT,ONE,SCENE,SAMPSON,GREGORY,men,SAMPSON,our,swords
SAMPSON,GREGORY,SAMPSON,GREGORY,SAMPSON,ACT,SCENE,NO,'IA,rn,ACT,ONE,SCENE,SAMPSON,GREGORY,men,SAMPSON,our,swords,GREGORY
GREGORY,SAMPSON,GREGORY,SAMPSON,ACT,SCENE,NO,'IA,rn,ACT,ONE,SCENE,SAMPSON,GREGORY,men,SAMPSON,our,swords,GREGORY,trouble
SAMPSON,GREGORY,SAMPSON,ACT,SCENE,NO,'IA,rn,ACT,ONE,SCENE,SAMPSON,GREGORY,men,SAMPSON,our,swords,GREGORY,trouble,Sampson
GREGORY,SAMPSON,ACT,SCENE,NO,'IA,rn,ACT,ONE,SCENE,SAMPSON,GREGORY,men,SAMPSON,our,swords,GREGORY,trouble,Sampson,SAMPSON
SAMPSON,ACT,SCENE,NO,'IA,rn,ACT,ONE,SCENE,SAMPSON,GREGORY,men,SAMPSON,our,swords,GREGORY,trouble,Sampson,SAMPSON,GREGORY
ACT,SCENE,NO,'IA,rn,ACT,ONE,SCENE,SAMPSON,GREGORY,men,SAMPSON,our,swords,GREGORY,trouble,Sampson,SAMPSON,GREGORY,Gregory
NO,'IA,rn,ACT,ONE,SCENE,SAMPSON,GREGORY,men,SAMPSON,our,swords,GREGORY,trouble,Sampson,SAMPSON,GREGORY,Gregory,contin,uallyimplies
ACT,ONE,SCENE,SAMPSON,GREGORY,men,SAMPSON,our,swords,GREGORY,trouble,Sampson,SAMPSON,GREGORY,Gregory,contin,uallyimplies,that,Sampson,he
SCENE,SAMPSON,GREGORY,men,SAMPSON,our,swords,GREGORY,trouble,Sampson,SAMPSON,GREGORY,Gregory,contin,uallyimplies,that,Sampson,he,'s,acting
SAMPSON,GREGORY,men,SAMPSON,our,swords,GREGORY,trouble,Sampson,SAMPSON,GREGORY,Gregory,contin,uallyimplies,that,Sampson,he,'s,acting,SAMPSON
GREGORY,men,SAMPSON,our,swords,GREGORY,trouble,Sampson,SAMPSON,GREGORY,Gregory,contin,uallyimplies,that,Sampson,he,'s,acting,SAMPSON,me
men,SAMPSON,our,swords,GREGORY,trouble,Sampson,SAMPSON,GREGORY,Gregory,contin,uallyimplies,that,Sampson,he,'s,acting,SAMPSON,me,angry
SAMPSON,our,swords,GREGORY,trouble,Sampson,SAMPSON,GREGORY,Gregory,contin,uallyimplies,that,Sampson,he,'s,acting,SAMPSON,me,angry,GREGORY
our,swords,GREGORY,trouble,Sampson,SAMPSON,GREGORY,Gregory,contin,uallyimplies,that,Sampson,he,'s,acting,SAMPSON,me,angry,GREGORY,SAMPSON
GREGORY,trouble,Sampson,SAMPSON,GREGORY,Gregory,contin,uallyimplies,that,Sampson,he,'s,acting,SAMPSON,me,angry,GREGORY,SAMPSON,MODERN,TEXT
trouble,Sampson,SAMPSON,GREGORY,Gregory,contin,uallyimplies,that,Sampson,he,'s,acting,SAMPSON,me,angry,GREGORY,SAMPSON,MODERN,TEXT,GREGORY
SAMPSON,GREGORY,Gregory,contin,uallyimplies,that,Sampson,he,'s,acting,SAMPSON,me,angry,GREGORY,SAMPSON,MODERN,TEXT,GREGORY,wall,SAMPSON
GREGORY,Gregory,contin,uallyimplies,that,Sampson,he,'s,acting,SAMPSON,me,angry,GREGORY,SAMPSON,MODERN,TEXT,GREGORY,wall,SAMPSON,the
Gregory,contin,uallyimplies,that,Sampson,he,'s,acting,SAMPSON,me,angry,GREGORY,SAMPSON,MODERN,TEXT,GREGORY,wall,SAMPSON,the,wall
uallyimplies,that,Sampson,he,'s,acting,SAMPSON,me,angry,GREGORY,SAMPSON,MODERN,TEXT,GREGORY,wall,SAMPSON,the,wall,GREGORY,SAMPSON
that,Sampson,he,'s,acting,SAMPSON,me,angry,GREGORY,SAMPSON,MODERN,TEXT,GREGORY,wall,SAMPSON,the,wall,GREGORY,SAMPSON,their
he,'s,acting,SAMPSON,me,angry,GREGORY,SAMPSON,MODERN,TEXT,GREGORY,wall,SAMPSON,the,wall,GREGORY,SAMPSON,their,heads,GREGORY
SAMPSON,me,angry,GREGORY,SAMPSON,MODERN,TEXT,GREGORY,wall,SAMPSON,the,wall,GREGORY,SAMPSON,their,heads,GREGORY,SAMPSON,GREGORY,SAMPSON
me,angry,GREGORY,SAMPSON,MODERN,TEXT,GREGORY,wall,SAMPSON,the,wall,GREGORY,SAMPSON,their,heads,GREGORY,SAMPSON,GREGORY,SAMPSON,GREGORY
GREGORY,SAMPSON,MODERN,TEXT,GREGORY,wall,SAMPSON,the,wall,GREGORY,SAMPSON,their,heads,GREGORY,SAMPSON,GREGORY,SAMPSON,GREGORY,poor,john
SAMPSON,MODERN,TEXT,GREGORY,wall,SAMPSON,the,wall,GREGORY,SAMPSON,their,heads,GREGORY,SAMPSON,GREGORY,SAMPSON,GREGORY,poor,john,SAMPSON
MODERN,TEXT,GREGORY,wall,SAMPSON,the,wall,GREGORY,SAMPSON,their,heads,GREGORY,SAMPSON,GREGORY,SAMPSON,GREGORY,poor,john,SAMPSON,ACT
GREGORY,wall,SAMPSON,the,wall,GREGORY,SAMPSON,their,heads,GREGORY,SAMPSON,GREGORY,SAMPSON,GREGORY,poor,john,SAMPSON,ACT,SCENE,NO
GREGORY,wall,SAMPSON,the,wall,GREGORY,SAMPSON,their,heads,GREGORY,SAMPSON,GREGORY,SAMPSON,GREGORY,poor,john,SAMPSON,ACT,SCENE,NO
GREGORY,wall,SAMPSON,the,wall,GREGORY,SAMPSON,their,heads,GREGORY,SAMPSON,GREGORY,SAMPSON,GREGORY,poor,john,SAMPSON,ACT,SCENE,NO
wall,SAMPSON,the,wall,GREGORY,SAMPSON,their,heads,GREGORY,SAMPSON,GREGORY,SAMPSON,GREGORY,poor,john,SAMPSON,ACT,SCENE,NO,EA
SAMPSON,the,wall,GREGORY,SAMPSON,their,heads,GREGORY,SAMPSON,GREGORY,SAMPSON,GREGORY,poor,john,SAMPSON,ACT,SCENE,NO,EA,rn
the,wall,GREGORY,SAMPSON,their,heads,GREGORY,SAMPSON,GREGORY,SAMPSON,GREGORY,poor,john,SAMPSON,ACT,SCENE,NO,EA,rn,GREGORY
GREGORY,SAMPSON,their,heads,GREGORY,SAMPSON,GREGORY,SAMPSON,GREGORY,poor,john,SAMPSON,ACT,SCENE,NO,EA,rn,GREGORY,SAMPSON,GREGORY
SAMPSON,their,heads,GREGORY,SAMPSON,GREGORY,SAMPSON,GREGORY,poor,john,SAMPSON,ACT,SCENE,NO,EA,rn,GREGORY,SAMPSON,GREGORY,work
their,heads,GREGORY,SAMPSON,GREGORY,SAMPSON,GREGORY,poor,john,SAMPSON,ACT,SCENE,NO,EA,rn,GREGORY,SAMPSON,GREGORY,work,for
GREGORY,SAMPSON,GREGORY,SAMPSON,GREGORY,poor,john,SAMPSON,ACT,SCENE,NO,EA,rn,GREGORY,SAMPSON,GREGORY,work,for,them,SAMPSON
SAMPSON,GREGORY,SAMPSON,GREGORY,poor,john,SAMPSON,ACT,SCENE,NO,EA,rn,GREGORY,SAMPSON,GREGORY,work,for,them,SAMPSON,their
GREGORY,SAMPSON,GREGORY,poor,john,SAMPSON,ACT,SCENE,NO,EA,rn,GREGORY,SAMPSON,GREGORY,work,for,them,SAMPSON,their,heads
SAMPSON,GREGORY,poor,john,SAMPSON,ACT,SCENE,NO,EA,rn,GREGORY,SAMPSON,GREGORY,work,for,them,SAMPSON,their,heads,GREGORY
GREGORY,poor,john,SAMPSON,ACT,SCENE,NO,EA,rn,GREGORY,SAMPSON,GREGORY,work,for,them,SAMPSON,their,heads,GREGORY,Maidenhead
poor,john,SAMPSON,ACT,SCENE,NO,EA,rn,GREGORY,SAMPSON,GREGORY,work,for,them,SAMPSON,their,heads,GREGORY,Maidenhead,virginity
SAMPSON,ACT,SCENE,NO,EA,rn,GREGORY,SAMPSON,GREGORY,work,for,them,SAMPSON,their,heads,GREGORY,Maidenhead,virginity,SAMPSON,GREGORY
ACT,SCENE,NO,EA,rn,GREGORY,SAMPSON,GREGORY,work,for,them,SAMPSON,their,heads,GREGORY,Maidenhead,virginity,SAMPSON,GREGORY,sense
NO,EA,rn,GREGORY,SAMPSON,GREGORY,work,for,them,SAMPSON,their,heads,GREGORY,Maidenhead,virginity,SAMPSON,GREGORY,sense,it,SAMPSON
rn,GREGORY,SAMPSON,GREGORY,work,for,them,SAMPSON,their,heads,GREGORY,Maidenhead,virginity,SAMPSON,GREGORY,sense,it,SAMPSON,GREGORY,They
GREGORY,SAMPSON,GREGORY,work,for,them,SAMPSON,their,heads,GREGORY,Maidenhead,virginity,SAMPSON,GREGORY,sense,it,SAMPSON,GREGORY,They,'re
SAMPSON,GREGORY,work,for,them,SAMPSON,their,heads,GREGORY,Maidenhead,virginity,SAMPSON,GREGORY,sense,it,SAMPSON,GREGORY,They,'re,joking
GREGORY,work,for,them,SAMPSON,their,heads,GREGORY,Maidenhead,virginity,SAMPSON,GREGORY,sense,it,SAMPSON,GREGORY,They,'re,joking,private
work,for,them,SAMPSON,their,heads,GREGORY,Maidenhead,virginity,SAMPSON,GREGORY,sense,it,SAMPSON,GREGORY,They,'re,joking,private,parts
SAMPSON,their,heads,GREGORY,Maidenhead,virginity,SAMPSON,GREGORY,sense,it,SAMPSON,GREGORY,They,'re,joking,private,parts,of,Montague,SAMPSON
their,heads,GREGORY,Maidenhead,virginity,SAMPSON,GREGORY,sense,it,SAMPSON,GREGORY,They,'re,joking,private,parts,of,Montague,SAMPSON,MODERN
GREGORY,Maidenhead,virginity,SAMPSON,GREGORY,sense,it,SAMPSON,GREGORY,They,'re,joking,private,parts,of,Montague,SAMPSON,MODERN,TEXT,GREGORY
Maidenhead,virginity,SAMPSON,GREGORY,sense,it,SAMPSON,GREGORY,They,'re,joking,private,parts,of,Montague,SAMPSON,MODERN,TEXT,GREGORY,SAMPSON
virginity,SAMPSON,GREGORY,sense,it,SAMPSON,GREGORY,They,'re,joking,private,parts,of,Montague,SAMPSON,MODERN,TEXT,GREGORY,SAMPSON,Fear
SAMPSON,GREGORY,sense,it,SAMPSON,GREGORY,They,'re,joking,private,parts,of,Montague,SAMPSON,MODERN,TEXT,GREGORY,SAMPSON,Fear,me
GREGORY,sense,it,SAMPSON,GREGORY,They,'re,joking,private,parts,of,Montague,SAMPSON,MODERN,TEXT,GREGORY,SAMPSON,Fear,me,not
sense,it,SAMPSON,GREGORY,They,'re,joking,private,parts,of,Montague,SAMPSON,MODERN,TEXT,GREGORY,SAMPSON,Fear,me,not,GREGORY
SAMPSON,GREGORY,They,'re,joking,private,parts,of,Montague,SAMPSON,MODERN,TEXT,GREGORY,SAMPSON,Fear,me,not,GREGORY,SAMPSON,GREGORY
GREGORY,They,'re,joking,private,parts,of,Montague,SAMPSON,MODERN,TEXT,GREGORY,SAMPSON,Fear,me,not,GREGORY,SAMPSON,GREGORY,SAMPSON
They,'re,joking,private,parts,of,Montague,SAMPSON,MODERN,TEXT,GREGORY,SAMPSON,Fear,me,not,GREGORY,SAMPSON,GREGORY,SAMPSON,ABRAM
private,parts,of,Montague,SAMPSON,MODERN,TEXT,GREGORY,SAMPSON,Fear,me,not,GREGORY,SAMPSON,GREGORY,SAMPSON,ABRAM,SAMPSON,ABRAM,SAMPSON
of,Montague,SAMPSON,MODERN,TEXT,GREGORY,SAMPSON,Fear,me,not,GREGORY,SAMPSON,GREGORY,SAMPSON,ABRAM,SAMPSON,ABRAM,SAMPSON,GREGORY,SAMPSON
SAMPSON,MODERN,TEXT,GREGORY,SAMPSON,Fear,me,not,GREGORY,SAMPSON,GREGORY,SAMPSON,ABRAM,SAMPSON,ABRAM,SAMPSON,GREGORY,SAMPSON,thumb,sir
MODERN,TEXT,GREGORY,SAMPSON,Fear,me,not,GREGORY,SAMPSON,GREGORY,SAMPSON,ABRAM,SAMPSON,ABRAM,SAMPSON,GREGORY,SAMPSON,thumb,sir,GREGORY
GREGORY,SAMPSON,Fear,me,not,GREGORY,SAMPSON,GREGORY,SAMPSON,ABRAM,SAMPSON,ABRAM,SAMPSON,GREGORY,SAMPSON,thumb,sir,GREGORY,ABRAM,ACT
GREGORY,SAMPSON,Fear,me,not,GREGORY,SAMPSON,GREGORY,SAMPSON,ABRAM,SAMPSON,ABRAM,SAMPSON,GREGORY,SAMPSON,thumb,sir,GREGORY,ABRAM,ACT
GREGORY,SAMPSON,Fear,me,not,GREGORY,SAMPSON,GREGORY,SAMPSON,ABRAM,SAMPSON,ABRAM,SAMPSON,GREGORY,SAMPSON,thumb,sir,GREGORY,ABRAM,ACT
SAMPSON,Fear,me,not,GREGORY,SAMPSON,GREGORY,SAMPSON,ABRAM,SAMPSON,ABRAM,SAMPSON,GREGORY,SAMPSON,thumb,sir,GREGORY,ABRAM,ACT,SCENE
Fear,me,not,GREGORY,SAMPSON,GREGORY,SAMPSON,ABRAM,SAMPSON,ABRAM,SAMPSON,GREGORY,SAMPSON,thumb,sir,GREGORY,ABRAM,ACT,SCENE,NO
